,gain,neutral,loss
THOC3,5,30,73
THOC5,54,42,12
THOC6,41,45,22
THOC7,2,15,91
THOC7-AS1,2,15,91
THOP1,15,54,39
THPO,98,9,1
THRA,42,51,15
THRA1/BTR,48,52,8
THRAP3,14,63,31
THRB,7,19,82
THRB-AS1,6,20,82
THRIL,24,68,16
THRSP,31,58,19
THSD1,5,31,72
THSD4,23,62,23
THSD4-AS1,23,62,23
THSD4-AS2,23,62,23
THSD7A,55,39,14
THSD7B,34,65,9
THTPA,31,42,35
THUMPD1,24,60,24
THUMPD2,69,39,0
THUMPD3,6,21,81
THUMPD3-AS1,6,21,81
THY1,22,57,29
THYN1,21,50,37
TIA1,66,40,2
TIAF1,47,41,20
TIAL1,11,56,41
TIAM1,9,56,43
TIAM2,17,60,31
TICAM1,17,50,41
TICAM2,6,28,74
TICRR,31,59,18
TIE1,15,66,27
TIFA,3,47,58
TIFAB,6,29,73
TIGAR,60,41,7
TIGD1,17,60,31
TIGD2,7,46,55
TIGD3,33,63,12
TIGD4,3,41,64
TIGD5,77,26,5
TIGD6,5,30,73
TIGD7,18,65,25
TIGIT,65,34,9
TIMD4,4,31,73
TIMELESS,38,61,9
TIMM10,32,68,8
TIMM10B,15,54,39
TIMM13,16,53,39
TIMM17A,53,48,7
TIMM17B,3,17,88
TIMM21,17,43,48
TIMM22,19,24,65
TIMM23,19,51,38
TIMM23B,19,49,40
TIMM44,19,48,41
TIMM50,57,37,14
TIMM8A,6,15,87
TIMM8B,22,56,30
TIMM9,31,43,34
TIMMDC1,67,35,6
TIMP1,3,17,88
TIMP2,57,43,8
TIMP3,53,42,13
TIMP4,6,20,82
TINAG,39,58,11
TINAGL1,14,60,34
TINCR,18,50,40
TINF2,32,41,35
TIPARP,94,14,0
TIPARP-AS1,94,14,0
TIPIN,22,61,25
TIPRL,57,46,5
TIRAP,20,60,28
TISP43,35,68,5
TJAP1,42,52,14
TJP1,21,56,31
TJP2,19,35,54
TJP3,15,53,40
TK1,58,42,8
TK2,23,50,35
TKFC,31,67,10
TKT,3,16,89
TKTL1,10,15,83
TKTL2,3,38,67
TLCD1,47,41,20
TLCD2,15,29,64
TLDC1,19,42,47
TLDC2,56,42,10
TLE1,19,34,55
TLE2,15,54,39
TLE3,23,61,24
TLE4,20,34,54
TLE6,15,54,39
TLK1,43,59,6
TLK2,55,48,5
TLL1,3,38,67
TLL2,6,54,48
TLN1,30,24,54
TLN2,21,61,26
TLR1,7,36,65
TLR10,7,36,65
TLR2,3,41,64
TLR3,3,36,69
TLR4,20,34,54
TLR5,51,47,10
TLR6,7,36,65
TLR7,4,15,89
TLR8,4,15,89
TLR8-AS1,4,15,89
TLR9,3,15,90
TLX1,5,58,45
TLX1NB,5,58,45
TLX2,63,41,4
TLX3,6,29,73
TM2D1,7,63,38
TM2D2,60,24,24
TM2D3,44,49,15
TM4SF1,91,16,1
TM4SF1-AS1,91,16,1
TM4SF18,91,16,1
TM4SF19,96,12,0
TM4SF19-AS1,96,12,0
TM4SF19-TCTEX1D2,96,12,0
TM4SF20,17,60,31
TM4SF4,91,16,1
TM4SF5,13,29,66
TM6SF1,29,57,22
TM6SF2,30,46,32
TM7SF2,33,63,12
TM7SF3,63,39,6
TM9SF1,32,41,35
TM9SF2,11,39,58
TM9SF3,6,54,48
TM9SF4,70,37,1
TMA16,3,38,67
TMA7,2,18,88
TMBIM1,20,62,26
TMBIM4,40,60,8
TMBIM6,41,59,8
TMC1,19,36,53
TMC2,52,45,11
TMC3,28,58,22
TMC3-AS1,28,58,22
TMC4,40,46,22
TMC5,23,62,23
TMC6,59,42,7
TMC7,23,62,23
TMC8,58,42,8
TMCC1,70,33,5
TMCC1-AS1,70,33,5
TMCC2,52,51,5
TMCC3,29,68,11
TMCO1,57,45,6
TMCO2,16,65,27
TMCO3,16,36,56
TMCO4,11,56,41
TMCO5A,15,61,32
TMCO5B,18,58,32
TMCO6,7,30,71
TMED1,19,50,39
TMED10,29,45,34
TMED10P1,71,28,9
TMED11P,11,36,61
TMED2,26,67,15
TMED3,28,58,22
TMED4,50,39,19
TMED5,4,56,48
TMED6,24,46,38
TMED7,6,28,74
TMED7-TICAM2,6,28,74
TMED8,30,44,34
TMED9,5,30,73
TMEFF1,20,35,53
TMEFF2,38,62,8
TMEM100,49,50,9
TMEM101,45,54,9
TMEM102,14,28,66
TMEM104,59,45,4
TMEM105,65,36,7
TMEM106A,45,53,10
TMEM106B,55,39,14
TMEM106C,41,60,7
TMEM107,12,30,66
TMEM108,74,29,5
TMEM108-AS1,74,29,5
TMEM109,30,66,12
TMEM11,25,25,58
TMEM110,3,16,89
TMEM110-MUSTN1,3,16,89
TMEM114,21,64,23
TMEM115,3,16,89
TMEM116,29,66,13
TMEM117,41,57,10
TMEM119,28,68,12
TMEM120A,50,48,10
TMEM120B,26,67,15
TMEM121,41,29,38
TMEM123,22,57,29
TMEM125,15,66,27
TMEM126A,25,60,23
TMEM126B,25,60,23
TMEM127,54,53,1
TMEM128,7,39,62
TMEM129,12,39,57
TMEM130,53,50,5
TMEM131,48,59,1
TMEM132A,30,66,12
TMEM132B,24,68,16
TMEM132C,27,66,15
TMEM132D,27,65,16
TMEM132E,43,48,17
TMEM133,20,62,26
TMEM134,37,58,13
TMEM135,26,60,22
TMEM136,20,59,29
TMEM138,31,67,10
TMEM139,38,57,13
TMEM140,40,53,15
TMEM141,30,39,39
TMEM143,34,46,28
TMEM144,3,41,64
TMEM145,43,43,22
TMEM147,59,41,8
TMEM147-AS1,59,41,8
TMEM14A,41,57,10
TMEM14B,35,55,18
TMEM14C,35,55,18
TMEM14EP,93,15,0
TMEM150A,66,39,3
TMEM150B,40,46,22
TMEM150C,11,43,54
TMEM151A,34,63,11
TMEM151B,42,51,15
TMEM154,3,41,64
TMEM155,5,47,56
TMEM156,7,36,65
TMEM158,3,20,85
TMEM159,24,61,23
TMEM160,36,46,26
TMEM161A,30,46,32
TMEM161B,3,23,82
TMEM161B-AS1,3,23,82
TMEM163,35,66,7
TMEM164,7,14,87
TMEM165,24,45,39
TMEM167A,5,23,80
TMEM167B,5,44,59
TMEM168,45,53,10
TMEM169,21,60,27
TMEM17,69,39,0
TMEM170A,26,45,37
TMEM170B,35,57,16
TMEM171,7,22,79
TMEM173,8,29,71
TMEM174,7,22,79
TMEM175,11,36,61
TMEM176A,35,56,17
TMEM176B,35,56,17
TMEM177,42,63,3
TMEM178A,69,39,0
TMEM178B,40,53,15
TMEM179,34,40,34
TMEM179B,29,67,12
TMEM18,53,51,4
TMEM181,16,60,32
TMEM182,46,59,3
TMEM183A,53,50,5
TMEM183B,92,16,0
TMEM184A,62,33,13
TMEM184B,51,43,14
TMEM184C,5,42,61
TMEM185A,9,16,83
TMEM185B,41,63,4
TMEM186,21,64,23
TMEM187,10,15,83
TMEM189,51,46,11
TMEM189-UBE2V1,51,46,11
TMEM19,42,58,8
TMEM190,41,45,22
TMEM191A,58,39,11
TMEM191B,58,39,11
TMEM191C,58,39,11
TMEM192,4,37,67
TMEM196,54,38,16
TMEM198,20,59,29
TMEM198B,39,60,9
TMEM199,48,40,20
TMEM2,18,36,54
TMEM200A,19,59,30
TMEM200B,10,60,38
TMEM200C,32,55,21
TMEM201,12,54,42
TMEM202,23,62,23
TMEM203,32,37,39
TMEM204,26,56,26
TMEM205,19,50,39
TMEM206,51,50,7
TMEM207,96,11,1
TMEM208,22,49,37
TMEM209,39,55,14
TMEM210,32,37,39
TMEM211,54,44,10
TMEM212,100,8,0
TMEM212-AS1,100,8,0
TMEM213,39,54,15
TMEM214,67,40,1
TMEM215,27,24,57
TMEM216,31,66,11
TMEM217,37,51,20
TMEM218,19,61,28
TMEM219,30,60,18
TMEM220,14,27,67
TMEM220-AS1,14,27,67
TMEM221,27,48,33
TMEM222,10,57,41
TMEM223,29,67,12
TMEM225,20,59,29
TMEM229A,41,53,14
TMEM229B,25,44,39
TMEM230,54,46,8
TMEM231,26,44,38
TMEM232,4,26,78
TMEM233,27,67,14
TMEM234,14,61,33
TMEM235,58,42,8
TMEM236,26,49,33
TMEM237,35,61,12
TMEM238,41,45,22
TMEM239,53,45,10
TMEM240,37,36,35
TMEM241,37,48,23
TMEM242,16,61,31
TMEM243,53,51,4
TMEM244,19,59,30
TMEM245,19,36,53
TMEM246,20,35,53
TMEM246-AS1,21,34,53
TMEM247,69,38,1
TMEM248,44,56,8
TMEM249,71,28,9
TMEM25,21,57,30
TMEM251,31,42,35
TMEM252,18,36,54
TMEM253,35,41,32
TMEM254,12,49,47
TMEM254-AS1,12,49,47
TMEM255A,6,16,86
TMEM255B,16,36,56
TMEM256,15,27,66
TMEM256-PLSCR3,15,27,66
TMEM257,9,16,83
TMEM258,29,68,11
TMEM259,30,48,30
TMEM26,12,51,45
TMEM26-AS1,12,51,45
TMEM260,30,44,34
TMEM261,18,18,72
TMEM262,33,63,12
TMEM263,28,68,12
TMEM265,28,61,19
TMEM266,25,60,23
TMEM267,89,19,0
TMEM268,18,35,55
TMEM27,4,15,89
TMEM30A,26,59,23
TMEM30B,31,42,35
TMEM30CP,66,31,11
TMEM31,6,15,87
TMEM33,7,36,65
TMEM35A,6,15,87
TMEM35B,13,64,31
TMEM37,42,63,3
TMEM38A,27,47,34
TMEM38B,20,35,53
TMEM39A,67,35,6
TMEM39B,14,61,33
TMEM40,6,22,80
TMEM41A,98,9,1
TMEM41B,16,54,38
TMEM42,3,20,85
TMEM43,6,20,82
TMEM44,96,12,0
TMEM44-AS1,96,12,0
TMEM45A,66,31,11
TMEM45B,20,57,31
TMEM47,3,14,91
TMEM5,40,60,8
TMEM5-AS1,40,60,8
TMEM50A,12,54,42
TMEM50B,10,60,38
TMEM51,13,53,42
TMEM51-AS1,13,53,42
TMEM52,37,36,35
TMEM52B,61,41,6
TMEM53,13,68,27
TMEM54,15,62,31
TMEM55A,65,36,7
TMEM55B,37,41,30
TMEM56,3,53,52
TMEM56-RWDD3,3,53,52
TMEM57,10,56,42
TMEM59,7,65,36
TMEM59L,31,46,31
TMEM60,48,52,8
TMEM61,7,65,36
TMEM62,17,60,31
TMEM63A,53,45,10
TMEM63B,42,51,15
TMEM63C,30,44,34
TMEM64,65,36,7
TMEM65,77,27,4
TMEM67,65,36,7
TMEM68,61,35,12
TMEM69,13,67,28
TMEM70,59,40,9
TMEM71,80,23,5
TMEM72,20,51,37
TMEM72-AS1,22,49,37
TMEM74,71,34,3
TMEM74B,51,46,11
TMEM75,84,22,2
TMEM79,58,47,3
TMEM80,20,53,35
TMEM81,52,51,5
TMEM82,13,53,42
TMEM86A,24,52,32
TMEM86B,40,46,22
TMEM87A,16,61,31
TMEM87B,43,62,3
TMEM88,13,29,66
TMEM88B,37,36,35
TMEM89,2,18,88
TMEM8A,40,50,18
TMEM8B,30,22,56
TMEM8C,17,38,53
TMEM9,53,48,7
TMEM91,46,42,20
TMEM92,49,53,6
TMEM92-AS1,49,53,6
TMEM94,60,44,4
TMEM95,15,27,66
TMEM97,48,40,20
TMEM98,42,49,17
TMEM99,43,51,14
TMEM9B,16,53,39
TMEM9B-AS1,16,53,39
TMF1,1,16,91
TMIE,2,18,88
TMIGD1,44,44,20
TMIGD2,17,50,41
TMIGD3,5,44,59
TMLHE,11,14,83
TMOD1,20,34,54
TMOD2,21,58,29
TMOD3,21,58,29
TMOD4,60,45,3
TMPO,28,68,12
TMPO-AS1,28,68,12
TMPPE,5,22,81
TMPRSS11A,14,44,50
TMPRSS11B,14,44,50
TMPRSS11BNL,14,44,50
TMPRSS11D,13,44,51
TMPRSS11E,17,41,50
TMPRSS11F,14,44,50
TMPRSS11GP,14,44,50
TMPRSS12,39,62,7
TMPRSS13,21,57,30
TMPRSS15,19,47,42
TMPRSS2,5,55,48
TMPRSS3,5,55,48
TMPRSS4,21,57,30
TMPRSS4-AS1,21,57,30
TMPRSS5,20,58,30
TMPRSS6,52,42,14
TMPRSS7,62,35,11
TMPRSS9,16,53,39
TMSB10,65,40,3
TMSB15A,6,15,87
TMSB15B,6,15,87
TMSB4X,4,15,89
TMSB4Y,1,3,104
TMTC1,63,41,4
TMTC2,29,66,13
TMTC3,30,66,12
TMTC4,9,40,59
TMUB1,43,51,14
TMUB2,45,54,9
TMX1,32,43,33
TMX2,32,69,7
TMX2-CTNND1,32,69,7
TMX3,21,42,45
TMX4,52,47,9
TNC,19,34,55
TNF,32,53,23
TNFAIP1,48,40,20
TNFAIP2,39,35,34
TNFAIP3,19,58,31
TNFAIP6,32,68,8
TNFAIP8,6,27,75
TNFAIP8L1,17,50,41
TNFAIP8L2,60,45,3
TNFAIP8L2-SCNM1,60,45,3
TNFAIP8L3,20,58,30
TNFRSF10A,9,23,76
TNFRSF10B,9,23,76
TNFRSF10C,9,23,76
TNFRSF10D,9,22,77
TNFRSF11A,23,40,45
TNFRSF11B,73,32,3
TNFRSF12A,41,45,22
TNFRSF13B,18,28,62
TNFRSF13C,47,44,17
TNFRSF14,37,36,35
TNFRSF17,22,65,21
TNFRSF18,37,36,35
TNFRSF19,9,34,65
TNFRSF1A,61,40,7
TNFRSF1B,13,54,41
TNFRSF21,38,54,16
TNFRSF25,29,48,31
TNFRSF4,37,36,35
TNFRSF6B,57,39,12
TNFRSF8,13,54,41
TNFRSF9,12,55,41
TNFSF10,100,8,0
TNFSF11,8,28,72
TNFSF12,14,28,66
TNFSF12-TNFSF13,14,28,66
TNFSF13,14,28,66
TNFSF13B,17,37,54
TNFSF14,20,49,39
TNFSF15,19,34,55
TNFSF18,57,46,5
TNFSF4,57,46,5
TNFSF8,19,34,55
TNFSF9,19,49,40
TNIK,100,8,0
TNIP1,5,29,74
TNIP2,9,37,62
TNIP3,5,47,56
TNK1,15,27,66
TNK2,97,11,0
TNKS,12,24,72
TNKS1BP1,31,69,8
TNKS2,6,53,49
TNKS2-AS1,5,53,50
TNMD,6,15,87
TNN,56,46,6
TNNC1,3,15,90
TNNC2,51,45,12
TNNI1,53,48,7
TNNI2,15,51,42
TNNI3,40,46,22
TNNI3K,7,56,45
TNNT1,40,46,22
TNNT2,53,48,7
TNNT3,15,52,41
TNP1,20,61,27
TNP2,22,65,21
TNPO1,7,22,79
TNPO2,24,47,37
TNPO3,39,53,16
TNR,55,47,6
TNRC18,57,37,14
TNRC18P1,6,42,60
TNRC6A,29,59,20
TNRC6B,49,46,13
TNRC6C,59,41,8
TNRC6C-AS1,59,42,7
TNS1,20,61,27
TNS2,38,61,9
TNS3,51,38,19
TNS4,42,51,15
TNXA,32,53,23
TNXB,32,53,23
TOB1,49,53,6
TOB1-AS1,49,53,6
TOB2,48,44,16
TOB2P1,32,55,21
TOE1,13,67,28
TOLLIP,15,52,41
TOLLIP-AS1,15,52,41
TOM1,53,41,14
TOM1L1,49,51,8
TOM1L2,18,28,62
TOMM20,52,47,9
TOMM20L,31,43,34
TOMM22,52,42,14
TOMM34,51,45,12
TOMM40,42,46,20
TOMM40L,59,45,4
TOMM5,26,21,61
TOMM6,40,53,15
TOMM7,54,38,16
TOMM70,66,31,11
TONSL,71,28,9
TONSL-AS1,71,28,9
TOP1,52,44,12
TOP1MT,71,31,6
TOP1P1,55,48,5
TOP1P2,54,44,10
TOP2A,42,51,15
TOP2B,5,21,82
TOP3A,18,28,62
TOP3B,56,42,10
TOPAZ1,5,19,84
TOPBP1,74,29,5
TOPORS,24,24,60
TOPORS-AS1,24,24,60
TOR1A,18,38,52
TOR1AIP1,56,45,7
TOR1AIP2,56,45,7
TOR1B,18,38,52
TOR2A,18,38,52
TOR3A,56,45,7
TOR4A,32,37,39
TOX,59,38,11
TOX2,54,45,9
TOX3,18,53,37
TOX4,35,42,31
TP53,14,28,66
TP53AIP1,20,58,30
TP53BP1,17,60,31
TP53BP2,51,47,10
TP53I11,22,61,25
TP53I13,46,42,20
TP53I3,66,40,2
TP53INP1,65,36,7
TP53INP2,65,38,5
TP53RK,52,45,11
TP53TG1,54,50,4
TP53TG3,28,37,43
TP53TG3B,28,37,43
TP53TG3C,28,37,43
TP53TG3D,28,37,43
TP53TG3E,28,37,43
TP53TG3F,28,37,43
TP53TG3HP,28,37,43
TP53TG5,51,45,12
TP63,97,10,1
TP73,19,51,38
TP73-AS1,14,56,38
TPBG,24,61,23
TPBGL,33,58,17
TPCN1,29,67,12
TPCN2,42,56,10
TPD52,62,37,9
TPD52L1,20,59,29
TPD52L2,57,39,12
TPD52L3,17,18,73
TPGS1,31,49,28
TPGS2,27,44,37
TPH1,25,51,32
TPH2,41,58,9
TPI1,60,41,7
TPI1P2,39,54,15
TPI1P3,16,60,32
TPK1,36,58,14
TPM1,21,62,25
TPM2,30,24,54
TPM3,58,47,3
TPM3P9,35,48,25
TPM4,24,48,36
TPMT,35,56,17
TPO,53,51,4
TPP1,15,53,40
TPP2,12,39,57
TPPP,91,15,2
TPPP2,35,41,32
TPPP3,23,49,36
TPR,55,44,9
TPRA1,69,33,6
TPRG1,97,10,1
TPRG1-AS1,97,10,1
TPRG1-AS2,97,10,1
TPRG1L,21,49,38
TPRKB,63,41,4
TPRN,32,37,39
TPRX1,34,47,27
TPRXL,6,20,82
TPSAB1,38,51,19
TPSB2,38,51,19
TPSD1,38,51,19
TPSG1,38,51,19
TPST1,44,56,8
TPST2,54,43,11
TPT1,7,29,72
TPT1-AS1,7,29,72
TPTE,22,18,68
TPTE2,8,36,64
TPTE2P1,8,35,65
TPTE2P3,5,31,72
TPTE2P5,8,29,71
TPTE2P6,8,35,65
TPTEP1,58,38,12
TPX2,71,36,1
TRA2A,53,39,16
TRA2B,98,9,1
TRABD,47,42,19
TRABD2A,65,40,3
TRABD2B,10,68,30
TRADD,22,49,37
TRAF1,20,37,51
TRAF2,26,40,42
TRAF3,35,37,36
TRAF3IP1,21,60,27
TRAF3IP2,17,60,31
TRAF3IP2-AS1,17,60,31
TRAF3IP3,51,50,7
TRAF4,46,42,20
TRAF5,50,51,7
TRAF6,22,61,25
TRAF7,45,46,17
TRAFD1,29,66,13
TRAIP,2,16,90
TRAK1,5,19,84
TRAK2,35,61,12
TRAM1,59,39,10
TRAM1L1,5,46,57
TRAM2,41,57,10
TRAM2-AS1,41,57,10
TRANK1,5,20,83
TRAP1,19,64,25
TRAPPC1,13,29,66
TRAPPC10,11,49,48
TRAPPC11,3,36,69
TRAPPC12,53,51,4
TRAPPC13,6,23,79
TRAPPC2,4,15,89
TRAPPC2B,38,46,24
TRAPPC2L,29,32,47
TRAPPC3,15,63,30
TRAPPC3L,16,60,32
TRAPPC4,21,58,29
TRAPPC5,18,49,41
TRAPPC6A,41,46,21
TRAPPC6B,40,39,29
TRAPPC8,33,46,29
TRAPPC9,78,25,5
TRAT1,62,35,11
TRDMT1,26,50,32
TRDN,18,60,30
TREH,21,57,30
TREM1,39,52,17
TREM2,39,52,17
TREML1,39,52,17
TREML2,39,52,17
TREML3P,39,52,17
TREML4,39,52,17
TREML5P,39,52,17
TRERF1,40,52,16
TRERNA1,51,46,11
TREX1,2,18,88
TREX2,9,16,83
TRG-AS1,51,38,19
TRH,70,33,5
TRHDE,41,58,9
TRHDE-AS1,40,59,9
TRHR,70,34,4
TRIAP1,27,67,14
TRIB1,79,24,5
TRIB2,62,42,4
TRIB3,53,43,12
TRIL,52,40,16
TRIM10,32,53,23
TRIM11,56,42,10
TRIM13,5,30,73
TRIM14,20,33,55
TRIM15,32,53,23
TRIM16,17,29,62
TRIM16L,19,28,61
TRIM17,56,42,10
TRIM2,3,41,64
TRIM21,15,52,41
TRIM22,15,52,41
TRIM23,6,23,79
TRIM24,39,54,15
TRIM25,48,51,9
TRIM26,32,53,23
TRIM27,32,54,22
TRIM28,54,32,22
TRIM29,21,58,29
TRIM3,15,54,39
TRIM31,32,53,23
TRIM31-AS1,32,53,23
TRIM32,20,35,53
TRIM33,5,43,60
TRIM34,15,52,41
TRIM35,10,23,75
TRIM36,6,28,74
TRIM37,52,48,8
TRIM38,36,53,19
TRIM39,32,53,23
TRIM39-RPP21,32,53,23
TRIM4,53,50,5
TRIM40,32,53,23
TRIM41,14,23,71
TRIM42,80,25,3
TRIM43,51,55,2
TRIM43B,51,55,2
TRIM44,23,60,25
TRIM45,10,44,54
TRIM46,59,45,4
TRIM47,60,44,4
TRIM48,35,52,21
TRIM49,26,59,23
TRIM49B,26,62,20
TRIM49C,26,59,23
TRIM49D1,26,59,23
TRIM49D2,26,59,23
TRIM5,15,52,41
TRIM50,49,49,10
TRIM51,35,52,21
TRIM51HP,35,52,21
TRIM52,14,23,71
TRIM52-AS1,14,23,71
TRIM53AP,26,59,23
TRIM54,67,41,0
TRIM55,56,40,12
TRIM56,51,50,7
TRIM58,51,48,9
TRIM59,94,14,0
TRIM6,15,52,41
TRIM6-TRIM34,15,52,41
TRIM60,4,37,67
TRIM61,4,37,67
TRIM62,15,62,31
TRIM63,10,57,41
TRIM64,26,59,23
TRIM64B,26,59,23
TRIM64C,26,62,20
TRIM65,60,44,4
TRIM66,16,53,39
TRIM67,51,47,10
TRIM68,15,52,41
TRIM69,18,56,34
TRIM7,14,23,71
TRIM71,5,22,81
TRIM72,28,61,19
TRIM73,51,46,11
TRIM74,51,46,11
TRIM77,26,59,23
TRIM8,7,54,47
TRIM9,32,43,33
TRIML1,9,30,69
TRIML2,9,30,69
TRIO,93,14,1
TRIOBP,53,41,14
TRIP10,20,49,39
TRIP11,31,42,35
TRIP12,17,62,29
TRIP13,91,15,2
TRIP4,22,62,24
TRIP6,51,50,7
TRIQK,65,36,7
TRIT1,16,65,27
TRMO,20,34,54
TRMT1,21,47,40
TRMT10A,5,44,59
TRMT10B,26,21,61
TRMT10C,66,32,10
TRMT11,20,59,29
TRMT112,30,65,13
TRMT12,77,27,4
TRMT13,5,49,54
TRMT1L,54,45,9
TRMT2A,58,39,11
TRMT2B,6,15,87
TRMT44,9,35,64
TRMT5,31,42,35
TRMT6,55,47,6
TRMT61A,34,40,34
TRMT61B,68,40,0
TRMU,48,42,18
TRNAU1AP,10,59,39
TRNP1,11,55,42
TRNT1,6,21,81
TRO,4,16,88
TROAP,41,59,8
TROVE2,51,47,10
TRPA1,59,38,11
TRPC1,80,25,3
TRPC2,15,53,40
TRPC3,4,47,57
TRPC4,8,30,70
TRPC4AP,64,40,4
TRPC5,5,14,89
TRPC5OS,5,14,89
TRPC6,21,59,28
TRPC7,5,29,74
TRPC7-AS2,5,29,74
TRPM1,19,57,32
TRPM2,6,54,48
TRPM2-AS,6,54,48
TRPM3,18,36,54
TRPM4,35,46,27
TRPM5,20,47,41
TRPM6,18,36,54
TRPM7,20,57,31
TRPM8,18,62,28
TRPS1,72,32,4
TRPT1,32,62,14
TRPV1,14,28,66
TRPV2,17,28,63
TRPV3,14,28,66
TRPV4,29,67,12
TRPV5,37,57,14
TRPV6,37,57,14
TRRAP,53,50,5
TRUB1,12,56,40
TRUB2,18,38,52
TRY2P,39,54,15
TSACC,58,47,3
TSC1,17,38,53
TSC2,45,46,17
TSC22D1,8,29,71
TSC22D1-AS1,8,29,71
TSC22D2,92,16,0
TSC22D3,8,14,86
TSC22D4,51,51,6
TSEN15,57,44,7
TSEN2,6,20,82
TSEN34,41,45,22
TSEN54,59,45,4
TSFM,40,59,9
TSG1,18,59,31
TSG101,25,52,31
TSGA10,48,59,1
TSGA10IP,34,63,11
TSGA13,38,56,14
TSHB,6,42,60
TSHR,28,45,35
TSHZ1,17,43,48
TSHZ2,51,45,12
TSHZ3,60,41,7
TSIX,6,19,83
TSKS,36,47,25
TSKU,32,59,17
TSL,52,41,15
TSLP,4,27,77
TSN,42,63,3
TSNARE1,75,27,6
TSNAX,51,47,10
TSNAX-DISC1,51,47,10
TSNAXIP1,22,50,36
TSPAN1,13,66,29
TSPAN10,57,41,10
TSPAN11,63,40,5
TSPAN12,39,55,14
TSPAN13,57,36,15
TSPAN14,12,49,47
TSPAN15,10,53,45
TSPAN16,19,50,39
TSPAN17,5,30,73
TSPAN18,22,61,25
TSPAN19,28,67,13
TSPAN2,6,42,60
TSPAN3,26,60,22
TSPAN31,40,59,9
TSPAN32,16,50,42
TSPAN33,39,54,15
TSPAN4,25,50,33
TSPAN5,5,44,59
TSPAN6,6,15,87
TSPAN7,3,16,89
TSPAN8,42,58,8
TSPAN9,61,40,7
TSPEAR,5,55,48
TSPEAR-AS1,5,55,48
TSPEAR-AS2,5,55,48
TSPO,47,44,17
TSPO2,39,52,17
TSPOAP1,51,49,8
TSPOAP1-AS1,51,49,8
TSPY1,4,7,97
TSPY10,4,7,97
TSPY2,4,6,98
TSPY26P,70,37,1
TSPY4,4,7,97
TSPY8,4,7,97
TSPYL1,16,60,32
TSPYL2,4,16,88
TSPYL4,16,60,32
TSPYL5,66,36,6
TSPYL6,71,36,1
TSR1,16,28,64
TSR2,4,16,88
TSR3,38,52,18
TSSC1,53,51,4
TSSC2,15,53,40
TSSC4,20,49,39
TSSK1B,4,28,76
TSSK2,58,39,11
TSSK3,14,62,32
TSSK4,32,41,35
TSSK6,31,47,30
TST,52,42,14
TSTA3,77,26,5
TSTD1,59,45,4
TSTD2,20,34,54
TSTD3,17,58,33
TTBK1,42,52,14
TTBK2,16,60,32
TTC1,5,30,73
TTC12,21,57,30
TTC13,51,47,10
TTC14,99,8,1
TTC16,18,38,52
TTC17,21,62,25
TTC19,16,29,63
TTC21A,5,21,82
TTC21B,39,60,9
TTC21B-AS1,39,60,9
TTC22,7,65,36
TTC23,34,56,18
TTC23L,90,18,0
TTC24,58,46,4
TTC25,44,51,13
TTC26,39,54,15
TTC27,68,40,0
TTC28,53,44,11
TTC28-AS1,53,44,11
TTC29,6,41,61
TTC3,6,59,43
TTC3-AS1,6,60,42
TTC30A,43,60,5
TTC30B,43,60,5
TTC31,63,41,4
TTC32,65,41,2
TTC33,91,17,0
TTC34,37,36,35
TTC36,21,57,30
TTC37,3,26,79
TTC38,49,41,18
TTC39A,7,66,35
TTC39A-AS1,7,66,35
TTC39B,14,21,73
TTC39C,36,46,26
TTC39C-AS1,36,47,25
TTC3P1,6,18,84
TTC4,7,65,36
TTC41P,31,65,12
TTC5,37,41,30
TTC6,40,39,29
TTC7A,70,37,1
TTC7B,32,40,36
TTC8,31,41,36
TTC9,28,44,36
TTC9B,56,39,13
TTC9C,28,68,12
TTF1,18,38,52
TTF2,10,45,53
TTI1,54,44,10
TTI2,18,28,62
TTK,24,60,24
TTL,43,62,3
TTLL1,47,44,17
TTLL10,37,36,35
TTLL11,20,37,51
TTLL12,47,44,17
TTLL13P,31,59,18
TTLL2,19,61,28
TTLL3,6,21,81
TTLL4,22,59,27
TTLL5,29,44,35
TTLL6,47,53,8
TTLL7,5,58,45
TTLL9,71,36,1
TTN,43,59,6
TTN-AS1,43,59,6
TTPA,56,39,13
TTPAL,52,45,11
TTR,33,46,29
TTTY1,4,6,98
TTTY10,1,1,106
TTTY11,1,5,102
TTTY12,1,5,102
TTTY13,3,3,102
TTTY14,1,2,105
TTTY15,1,4,103
TTTY16,1,5,102
TTTY17A,4,3,101
TTTY17B,4,3,101
TTTY18,1,5,102
TTTY19,1,5,102
TTTY2,4,6,98
TTTY20,4,6,98
TTTY21,4,6,98
TTTY22,4,6,98
TTTY23,4,6,98
TTTY3,4,3,101
TTTY3B,4,3,101
TTTY4,4,3,101
TTTY4B,4,3,101
TTTY5,3,3,102
TTTY6,4,3,101
TTTY6B,4,3,101
TTTY7,4,6,98
TTTY8,4,6,98
TTTY9A,5,4,99
TTYH1,41,45,22
TTYH2,60,43,5
TTYH3,57,37,14
TUB,15,54,39
TUB-AS1,15,54,39
TUBA1A,41,59,8
TUBA1B,41,59,8
TUBA1C,41,59,8
TUBA3C,7,38,63
TUBA3D,36,65,7
TUBA3E,35,68,5
TUBA3FP,58,39,11
TUBA4A,20,59,29
TUBA4B,20,59,29
TUBA8,58,39,11
